-0.080, 0.080, 0.160, 0.040, 0.296, 0.060, 0.097, -0.015, 0.191, 0.100, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0
0.120, 0.160, 0.160, 0.270, 0.072, -0.153, 0.034, 0.125, 0.298, 0.196, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0
0.440, 0.120, 0.333, 0.450, 0.712, 0.300, -0.183, 0.060, 0.573, 0.324, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1
0.360, 0.360, 0.333, 0.070, 0.504, 0.187, 0.034, 0.030, 0.098, 0.208, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1
0.000, 0.360, 0.093, 0.180, 0.016, 0.233, 0.166, 0.070, 0.036, 0.136, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0
0.360, 0.580, 0.547, 0.090, 0.312, 0.040, 0.309, 0.280, 0.702, 0.440, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1
0.160, -0.040, -0.067, 0.030, 0.088, -0.107, 0.149, 0.040, 0.262, 0.204, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0
0.480, 0.120, 0.467, 0.520, 0.184, -0.213, 0.343, 0.325, 0.302, 0.072, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1
0.520, 0.240, -0.240, 0.340, 0.272, 0.233, 0.217, 0.015, 0.111, 0.196, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1
0.360, 0.100, 0.027, 0.010, 0.120, 0.253, -0.166, 0.515, 0.556, 0.656, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1
0.080, -0.040, 0.267, 0.180, 0.040, 0.227, 0.154, -0.040, 0.244, -0.004, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0
0.760, 0.040, 0.000, 0.300, 0.176, 0.753, -0.011, 0.440, -0.347, 0.328, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1
0.480, -0.060, -0.293, 0.240, 0.176, 0.053, 0.663, 0.255, 0.391, 0.324, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1
0.080, 0.120, 0.213, 0.160, 0.104, 0.080, 0.206, 0.010, 0.138, 0.240, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
0.480, 0.200, 0.160, 0.680, 0.184, 0.353, 0.206, 0.395, 0.409, -0.176, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1
0.160, 0.020, 0.093, 0.360, -0.048, 0.160, 0.120, 0.005, 0.187, 0.048, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0
0.160, 0.120, 0.147, 0.230, 0.000, -0.027, 0.246, 0.085, 0.200, 0.012, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
-0.040, 0.160, 0.213, -0.020, 0.056, 0.093, 0.109, 0.195, 0.236, 0.128, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
-0.120, 0.580, 0.347, -0.040, 0.160, 0.360, 0.640, 0.435, 0.031, 0.212, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1
0.160, 0.620, 0.200, -0.270, 0.472, 0.553, 0.789, 0.135, 0.742, 0.180, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1
0.120, 0.140, 0.000, 0.190, 0.048, 0.067, 0.206, -0.100, 0.164, 0.132, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.560, 0.440, 0.853, -0.160, 0.072, 0.507, 0.297, 0.195, 0.351, 0.556, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1
0.000, 0.440, 0.507, 0.740, 0.568, 0.400, 0.429, 0.360, 0.022, 0.456, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1
0.440, 0.220, 0.093, 0.070, 0.568, 0.140, 0.211, 0.035, 0.133, 0.456, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1
0.040, 0.720, -0.467, 0.040, 0.344, 0.520, 0.349, 0.295, 0.053, 0.328, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1
-0.160, 0.240, -0.133, 0.170, 0.376, 0.100, -0.011, 0.125, 0.271, 0.120, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1
0.000, 0.320, 0.507, 0.250, 0.352, 0.427, 0.126, 0.470, 0.364, 0.204, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1
0.320, 0.280, 0.533, 0.550, 0.304, 0.033, 0.263, 0.040, 0.409, 0.304, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1
0.000, 0.000, 0.160, 0.040, 0.000, 0.213, 0.171, 0.015, -0.044, 0.192, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
0.000, 0.020, 0.187, 0.140, 0.032, 0.180, 0.331, 0.180, 0.018, 0.204, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0
0.080, 0.120, 0.000, 0.050, -0.048, 0.013, 0.143, 0.210, 0.102, -0.144, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0
0.480, 0.080, 0.000, 0.160, 0.000, 0.033, 0.217, 0.745, 0.124, 0.292, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1
0.120, 0.040, 0.173, 0.200, 0.720, 0.233, 0.297, 0.320, -0.049, 0.268, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1
0.680, -0.300, 0.107, 0.310, 0.520, 0.387, 0.074, 0.195, 0.253, 0.652, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1
0.000, 0.260, 0.040, 0.520, -0.288, 0.193, 0.589, 0.480, 0.062, 0.404, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
